id,name,description,price,duration,category,image_url,created_at
a6eed09b-141e-4bc2-9f92-39f976f72678,Aumento de Labios,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:04.684158
c44c883d-bbc6-445e-a6ce-7a0cc94671a4,K-Láser,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:05.856888
f6fba02c-4792-44a3-9620-845ebb64c28b,Eliminación de Arrugas,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:07.039935
ac64c487-7228-42d2-8e82-69eb2630806f,Rinomodelación,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:08.352127
75775a5e-4ddd-479d-acc5-0e6e7da90cde,Láser CO2,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:09.534652
c77a77a4-3155-4c33-9b28-7852189c953f,Eliminación de ojeras,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:10.826123
af47d85a-1b22-4a99-aa75-3541415da41b,Aumento de Mentón,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:12.108076
7de3f719-bb9c-423d-8d06-0fa749f5c1dd,Armonización Facial,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:13.356960
5a739555-9077-48da-bb31-978128380483,Aumento de Pómulos,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:14.665879
13e62d27-d214-49a7-a88e-a535859bc626,Marcación Mandibular,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:15.845324
bf11fee5-9798-4944-b183-31bb41d0671a,Masculinización facial,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:17.015115
8e706d9f-d023-4c48-b03a-4073353e6ffb,Dermapen,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:18.188707
efb15fc5-0fde-440f-958a-04e1d36ade47,Surco Nasogeniano,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Medicina Estética Facial,,2025-03-06T19:15:19.374343
3669e4dd-dc60-4b4e-aae7-e4a91dcbfcfa,Rinoseptoplastia,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Estética Facial,,2025-03-06T19:15:20.543681
ffe56417-065c-46be-ac47-52848a3bfa8d,Lipopapada,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Estética Facial,,2025-03-06T19:15:21.788262
aea36750-9557-439d-9d18-f2ec3c3ce2eb,Otoplastia,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Estética Facial,,2025-03-06T19:15:23.038356
2625312e-3c7f-47ae-83ea-0d6951f10cf7,Blefaroplastia,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Estética Facial,,2025-03-06T19:15:24.335647
56b29f23-3f27-4495-b753-e73557ede3ec,Lóbulos rasgados,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Estética Facial,,2025-03-06T19:15:25.480971
4046ea8f-d34d-4535-8d78-3dca779fea05,Bichectomia,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Estética Facial,,2025-03-06T19:15:26.803613
d46d7d62-6dfc-446f-b816-daf26b8abc5a,Aumento de Pecho,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Corporal,,2025-03-06T19:15:27.982217
735cd558-b201-4f07-be90-7f62111489e6,Abdominoplastia,"Teléfono: +34919993515 Calle Edgar Neville, 16. 28020 Teléfono: +34938526533",0.0,60,Cirugía Corporal,,2025-03-06T19:15:29.176229
